ITEM CODE,IE Trade,IE High,IE Mid,IE Low,IE Base,IE EDM,IE ANEW
ISZ79495UGE7-75,59.71,23.87,21.31,21.31,21.31,22.7,22.7
ISZ59595UGE7-75,82.47,32.99,29.27,29.27,29.27,31.35,31.35
ISZ59495UGE7-75,71.16,28.46,25.26,25.26,25.26,27.05,27.05
ISZ71594UGE7-75,64.03,25.61,22.37,22.37,22.37,24.34,24.34
ISZ71494UGE7-75,55.42,22.17,19.36,19.36,19.36,21.07,21.07
ISZ41594UGE7-75,79.18,31.67,28.27,28.27,28.27,30.07,30.07
ISZ41594UGE7V-75,179.56,71.83,63.47,63.47,63.47,68.25,68.25
ISZ41494UGE7-75,66.08,26.43,23.6,23.6,23.6,25.1,25.1
ISZ19594UGE7-75,73.48,29.4,26.45,26.45,26.45,27.92,27.92
ISZ19494UGE7-75,87.38,34.96,31.46,31.46,31.46,33.21,33.21
ISZ65593UGE7-75,67.51,27.01,24.15,24.15,24.15,25.65,25.65
ISZ65493UGE7-75,101.27,40.51,36.22,36.22,36.22,38.48,38.48
ISZ29593UGE7-75,91.93,36.77,34.14,34.14,34.14,34.95,34.95
ISZ29493UGE7-75,78.67,31.47,29.21,29.21,29.21,29.91,29.91
,,,,,,,
I639KRI-98,65.24,26.1,23.01,22.24,21.48,24.79,24.17
I639IX-98,20.26,8.09,6.94,6.36,5.78,7.7,7.27
IOVNKPWG-KHF,99.35,39.74,35.11,35.11,35.11,37.76,37.76
IOND,24.27,9.71,8.58,8.36,8.15,9.22,9.22
,,,,,,,
IHFU755UG-75,96.01,38.39,33.6,31.99,30.39,36.48,35.27
IHFU755UGV-75,133.97,53.6,47.64,45.65,43.66,50.91,50.03
IHFU515UG-75,66.53,26.62,23.86,22.71,21.57,25.29,25.06
IHFU515UGV-75,189.94,75.98,67.09,63.94,60.78,72.17,70.47
IHFU594UG-75,73.72,29.48,26.34,25.28,24.23,28.02,27.65
IHFU594UGV-75,230.52,92.21,82.66,79.1,75.53,87.58,86.79
IHFU194UG-75,113.7,45.48,39.94,38,36.05,43.21,41.93
IHFU194UGV-75,277.03,110.79,98.31,93.63,88.95,105.27,103.23
IHFU513UG-75,90.33,36.13,31.61,29.8,27.99,34.32,33.2
IHFU033UG-75,228.18,91.27,78.67,73.95,69.23,86.69,82.61
IHFU033UGV-75,291.22,116.48,102.25,95.78,89.32,110.67,107.37
,,,,,,,
I639KRI-98,65.24,26.1,23.01,22.24,21.48,24.79,24.17
I639IX-98,20.26,8.09,6.94,6.36,5.78,7.7,7.27
,,,,,,,
IEFU877UG-75,72.83,29.12,26.35,24.96,23.57,27.67,27.67
IEFU757UG-75,100.26,40.1,35.65,33.42,31.19,38.1,37.44
IEFU755UG-75,101.98,40.79,35.71,33.79,31.88,38.75,37.5
IEFU515UG-75,122.21,48.87,43.05,40.72,38.4,46.44,45.2
IEFU594UG-75,149.46,59.8,53.66,50.59,47.52,56.79,56.34
IEFU594UGV-75,167,66.81,59.48,56.28,53.08,63.47,62.45
IEFU194UG-75,153.07,61.21,54.55,52.32,50.09,58.16,57.28
IEFU194UGV-75,204.77,81.9,72.7,69.48,66.26,77.81,76.34
IEFU513UG-75,120.42,48.17,42.93,40.84,38.74,45.76,45.08
IEFU033UG-75,184.16,73.65,66.29,62.61,58.93,69.97,69.6
,,,,,,,
I639KRI-98,65.24,26.1,23.01,22.24,21.48,24.79,24.17
I639IX-98,20.26,8.09,6.94,6.36,5.78,7.7,7.27
,,,,,,,
I639KRI-98,65.24,26.1,23.01,22.24,21.48,24.79,24.17
,,,,,,,
I639IX-98,20.26,8.09,6.94,6.36,5.78,7.7,7.27
,,,,,,,
IOA795993-75,57.98,23.19,20.67,19.64,18.6,22.04,22.04
IOA655987-75,92.46,36.98,32.07,30.55,29.03,35.14,35.14
IOA495984-75,70.79,28.3,24.98,23.54,22.1,26.89,26.89
,,,,,,,
IHH89959-95,77.41,30.97,27.36,27.36,27.36,29.41,29.41
IHH89949-95,107.74,43.1,38.07,38.07,38.07,40.93,40.93
IHH84959-95,162.63,65.05,57.47,57.47,57.47,61.8,61.8
IHH84949-95,120,48,42.41,42.41,42.41,45.6,45.6
,,,,,,,
IHHC59-95,173.49,69.4,61.31,61.31,61.31,65.93,65.93
IHHC49-95,125.61,50.24,44.39,44.39,44.39,47.73,47.73
,,,,,,,
IHM89959WZ4-95,101.17,40.47,35.75,35.75,35.75,38.44,38.44
IHM89949WZ4-95,159.6,63.84,56.4,56.4,56.4,60.64,60.64
IHM84959WZ4-95,205.05,82.02,72.45,69.44,66.42,77.91,77.91
IHM84949WZ4-95,130.08,52.03,45.97,44.05,42.14,49.43,49.43
IHM79959WZ4-95,180.19,72.07,63.69,61.56,59.44,68.48,68.48
IHM79949WZ4-95,,,,,,,
,,,,,,,
I5VNOHG,169.35,67.73,61.43,59.78,58.12,64.35,64.35
I2VNOHG,295.17,118.07,107.1,104.21,101.31,112.16,112.16
IHMCKX,111.56,44.64,39.44,37.14,34.84,42.4,42.4
IHMY5-O,67.88,27.12,23.19,21.26,19.32,25.77,25.77
IHMY5-H,30.79,12.33,11.7,11.11,10.53,11.7,11.7
IHM4O14-H,28.19,11.28,9.97,9.42,8.86,10.72,10.72
IHM4O14-N,33.01,13.18,11.66,11.08,10.5,12.54,12.54
,,,,,,,
IHM84959ND4-95,169.72,67.89,59.98,58.22,56.45,64.5,64.5
,,,,,,,
I5VNOHG,169.35,67.73,61.43,59.78,58.12,64.35,64.35
I2VNOHG,295.17,118.07,107.1,104.21,101.31,112.16,112.16
IHMND-IX,111.27,44.51,38.33,35.68,33.04,42.29,42.29
IHMY5-H,30.79,12.33,11.7,11.11,10.53,11.7,11.7
,,,,,,,
IHMCXXG6-95,197.63,79.06,69.85,67.67,65.48,75.1,75.1
,,,,,,,
I5VNOHG,169.35,67.73,61.43,59.78,58.12,64.35,64.35
I2VNOHG,295.17,118.07,107.1,104.21,101.31,112.16,112.16
IHMND,57.87,23.15,20.46,19.58,18.71,22,22
IHMND-IX,111.27,44.51,38.33,35.68,33.04,42.29,42.29
IHMCKX,111.56,44.64,39.44,37.14,34.84,42.4,42.4
IHMY5-O,67.88,27.12,23.19,21.26,19.32,25.77,25.77
,,,,,,,
IHG89XXG6-95,24.23,9.69,8.56,8.56,8.56,9.2,9.2
IHG79XXG6-95,40.04,16.02,14.15,13.68,13.21,15.21,15.21
IHG69XXG6-95,55.35,22.14,19.56,19.03,18.5,21.03,21.03
IHG49XXG6-95,69.79,27.91,24.67,24.24,23.82,26.52,26.52
IHG899XXG6-95,120.91,48.37,42.73,42.73,42.73,45.95,45.95
IHG849XXG6-95,125.68,50.27,44.42,44.42,44.42,47.76,47.76
IHG799XXG6-95,221.35,88.54,78.22,78.22,78.22,84.11,84.11
IHG699XXG6-95,293.48,117.39,103.72,103.72,103.72,111.52,111.52
,,,,,,,
IHG89XXG6K-95,34.85,13.94,12.31,12.31,12.31,13.24,13.24
IHG79XXG6K-95,57.21,22.88,20.21,19.64,19.06,21.74,21.74
IHG69XXG6K-95,67.68,27.07,23.91,23.64,23.36,25.72,25.72
IHG49XXG6K-95,106.89,42.76,37.42,36.84,36.25,40.62,40.62
,,,,,,,
IHG8979XXG6-95,46.3,18.52,16.36,15.81,15.27,17.59,17.59
IHG8979XXG6-98,34.62,13.85,12.23,11.83,11.42,13.15,13.15
IHG6949XXG6-95,87.98,35.19,31.09,30.56,30.02,33.43,33.43
IHG6949XXG6-98,81.85,32.74,28.93,28.43,27.93,31.11,31.11
,,,,,,,
IHG8979XXG6K-95,59.88,23.95,21.16,20.55,19.95,22.75,22.75
IHG8979XXG6K-98,38.34,15.33,13.55,13.16,12.77,14.57,14.57
IHG6949XXG6K-95,103.72,41.49,36.31,35.75,35.18,39.41,39.41
IHG6949XXG6K-98,99.86,39.94,34.96,34.42,33.87,37.94,37.94
,,,,,,,
IXN6959-95,95.4,38.17,33.93,32.11,30.3,36.25,35.64
IXN4959-95,96.15,38.46,34.8,32.53,30.27,36.53,36.53
IXN89959-95,265.51,106.22,94.83,84.3,73.78,100.9,99.58
IXN84959-95,289.64,115.84,102.98,90,77.03,110.06,108.13
IXN79959-95,411.75,164.49,148.02,135.04,122.05,156.46,155.43
IXN69959-95,600.03,240,213.45,208.6,203.75,228,228
,,,,,,,
IXNH-95,58.13,23.24,20.71,20.02,19.32,22.09,22.09
,,,,,,,
IXN6959ZH-95,99.77,39.9,34.66,31.84,29.01,37.91,37.91
IXN4959ZH-95,138.53,55.41,48.17,43.92,39.67,52.64,52.64
IXN0959ZH-95,272.11,108.84,96.35,84.89,73.44,103.41,103.41
IXN87459ZH-95,303.94,121.58,107.25,93.29,79.33,115.5,115.5
IXN82959ZH-95,482.92,193.18,170.83,154.22,137.62,183.52,183.52
IXN70959ZH-95,825.41,330.15,291.88,261.53,231.19,313.65,313.65
,,,,,,,
IXNH-95,58.13,23.24,20.71,20.02,19.32,22.09,22.09
,,,,,,,
IKW87949WZ-76,659.37,263.73,231.76,219.78,207.79,250.55,243.35
IKW84949WZ-76,532.66,213.07,186.42,178.44,170.45,202.41,195.74
,,,,,,,
SIX-88,108.08,43.22,39.64,38.23,36.82,41.07,41.07
I5VNOHG,169.35,67.73,61.43,59.78,58.12,64.35,64.35
I2VNOHG,295.17,118.07,107.1,104.21,101.31,112.16,112.16
IXLMRK31-95,11.26,5.4,4.5,4.05,3.61,4.28,4.73
IWOSIE-SND67H,166.87,66.76,60.19,56.91,53.62,63.42,63.2
IKWO09,16.67,6.66,5.55,5,4.45,6.34,5.83
IKWIY,35.42,14.16,11.81,10.62,9.43,13.45,12.4
IKRIND-SRN68H,236.85,94.74,85.16,82.75,80.34,89.99,89.99
IIW639ND-98,143.25,57.29,50.14,46.55,42.96,54.44,52.65
IHD55-K,5.2,2.1,1.89,1.84,1.78,1.98,1.98
,,,,,,,
IUZ87C9-95,44.96,17.98,15.88,15.88,15.88,17.08,17.08
IUZ69C9-95,107.01,42.8,37.81,37.81,37.81,40.65,40.65
IUZ69C9KX-95,157.07,62.83,55.5,55.5,55.5,59.68,59.68
IUZ49C9-95,91.09,36.44,32.19,32.19,32.19,34.61,34.61
,,,,,,,
,,,,,,,
IUWC-95,61.51,24.61,21.74,21.74,21.74,23.37,23.37
IUWKX,33.01,13.2,11.66,11.66,11.66,12.54,12.54
IUWNDH,32.64,13.06,11.53,11.53,11.53,12.4,12.4
IUWVN,92.97,37.19,32.86,32.86,32.86,35.34,35.34
,,,,,,,
IZD59-74,186.93,74.78,66.07,66.07,66.07,71.03,71.04
IZD39-74,227.7,91.08,80.47,80.47,80.47,86.53,86.53
IZD899-74,417.77,167.11,147.64,147.64,147.64,158.76,158.76
IZD849-74,,,,,,,
IZDKX,27.79,11.12,9.83,9.83,9.83,10.56,10.56
IZD39H,23.17,9.27,8.19,8.19,8.19,8.81,8.81
,,,,,,,
,,,,,,,
,,,,,,,
IWU9469-95,32.16,12.84,11.36,11.08,10.8,12.22,12.22
,,,,,,,
I64DOVWG,23.95,9.58,8.46,8.07,7.69,9.1,9.1
IWU234OVZW,21.32,8.53,7.53,7.13,6.74,8.1,8.1
,,,,,,,
ISU9269-74,158.88,63.55,56.15,56.15,56.15,60.38,60.38
,,,,,,,
IGU9569-74,136.05,54.42,48.08,48.08,48.08,51.7,51.7
,,,,,,,
IXUTFHH-95,79.98,31.99,28.27,28.27,28.27,30.4,30.4
IXUTFHH-86,78.62,31.45,27.79,27.79,27.79,29.88,29.88
IXUTFHH-74,59.95,23.98,21.19,21.19,21.19,22.79,22.79
,,,,,,,
IXUTF-95,13.8,5.52,4.88,4.88,4.88,5.24,5.24
IXUTFZT-95,18.51,7.4,6.54,6.54,6.54,7.03,7.03
,,,,,,,
IOUTF-95,21.04,8.42,7.43,7.43,7.43,8,8
,,,,,,,
,,,,,,,
I7RM86D,153.7,61.48,57.51,55.54,53.56,58.41,60.39
I6RM86D,217.75,87.09,79.83,76.21,72.58,82.74,83.82
OH49TF-95,49.55,19.82,17.6,16.05,14.5,18.83,18.49
,,,,,,,
I87DOVWG,69.28,27.73,24.93,23.56,22.2,26.33,26.2
,,,,,,,
INC8969-95,55.57,22.23,19.64,19.64,19.64,21.11,21.11
INC8969-74,49.73,19.89,17.57,17.57,17.57,18.9,18.9
,,,,,,,
INM9569-95,120.84,48.34,42.7,42.13,41.55,45.92,45.92
INM79569-95,112.79,45.11,39.86,39.45,39.05,42.86,42.86
,,,,,,,
IXE9369-95,45.95,18.38,16.24,15.76,15.29,17.46,17.46
,,,,,,,
IXG79369-95,44.44,17.78,15.7,15.29,14.88,16.88,16.88
,,,,,,,
IXU8TFHHK-95,64.49,25.79,22.79,22.32,21.84,24.5,24.5
IXU8TFHHK-86,69.63,27.85,24.61,24.1,23.59,26.46,26.46
IXU8TFHHK-74,52.96,21.19,18.72,18.33,17.94,20.12,20.12
IXU7TFHHK-95,104.95,41.98,37.08,35.85,34.61,39.88,39.88
IXU7TFHHK-86,86.94,34.78,30.72,29.7,28.67,33.04,33.04
IXU7TFHHK-74,88.04,35.21,31.11,30.07,29.03,33.45,33.45
,,,,,,,
IGYTF-95,25.37,10.14,8.96,8.49,8.03,9.64,9.64
,,,,,,,
IZX8TF-95,16.19,6.47,5.72,5.53,5.34,6.15,6.15
IZX7TF-95,34.67,13.87,12.25,11.94,11.64,13.17,13.17
,,,,,,,
IGR8669-74,77.91,31.16,28.32,26.9,25.48,29.61,29.73
,,,,,,,
IHL759K-98,21.7,8.68,7.74,7.48,7.22,8.25,8.25
IHL759K-95,31.73,12.69,11.31,10.93,10.55,12.06,12.06
IHL659K-98,39.12,15.64,13.88,13.38,12.88,14.86,14.86
IHL659K-95,38.29,15.31,13.58,13.09,12.6,14.55,14.55
IHL259K-98,78.96,31.58,27.87,26.8,25.72,30,30
IHL259K-95,74.99,29.99,26.47,25.45,24.43,28.5,28.5
,,,,,,,
IGD9869IT-75,41.82,16.74,13.36,12.52,11.67,15.9,14.04
IGD9869HJ-75,38.06,15.24,12.16,11.39,10.63,14.47,12.77
IGD9769X-75,40.49,16.21,12.94,12.12,11.3,15.4,13.59
IGD9769ITO-75,46.8,18.69,16.32,15.41,14.49,17.79,17.12
IGD9669X-75,30.26,12.09,10.55,9.96,9.37,11.5,11.07
IGD9669IT-75,39.31,15.69,14.29,13.56,12.84,14.93,14.98
IGD9669HJ-75,37.04,14.79,12.92,12.19,11.47,14.08,13.55
,,,,,,,
I864-95,55.57,22.25,19.63,18.13,16.63,21.11,21.11
I864-86,70.24,27.49,19.44,17.95,16.47,26.68,20.43
I864-74,68.21,27.28,24.1,22.25,20.41,25.91,25.91
I764-95,62.45,24.98,22.06,20.11,18.16,23.73,23.73
I764-86,116.57,45.13,31.73,28.92,26.11,44.29,33.3
I764-74,90.4,36.16,31.94,29.11,26.28,34.35,34.35
,,,,,,,
ILK1C9-98,52.47,20.99,18.54,18.54,18.54,19.94,19.94
ILK1C9-95,46.06,18.42,16.28,16.28,16.28,17.5,17.5
,,,,,,,
ISXCXXG6-98,24.36,9.74,8.6,8.6,8.6,9.26,9.25
ISXCXXG6K-98,61.93,24.77,21.89,21.24,20.6,23.54,23.54
ISECXXG6-98,26.31,10.52,9.29,9.29,9.29,9.99,9.99
ISECXXG6K-98,35.24,14.1,12.46,12.09,11.72,13.39,13.39
,,,,,,,
ISX8769-98,40.16,10.45,9.09,9.09,9.09,9.92,9.92
ISX8759-98,49.9,12.98,11.29,11.29,11.29,12.33,12.33
ISE8769-98,47.85,12.45,10.83,10.83,10.83,11.83,11.83
ISE8759-98,49.55,12.89,11.21,11.21,11.21,12.25,12.25
,,,,,,,
IIY85XXG6-98,67.58,27.03,23.89,22.69,21.5,25.69,25.69
IIY85XXG6H-98,93.44,37.37,33.07,32.09,31.12,35.5,35.5
IIY85XXG6V-98,155.25,62.11,54.79,53.39,51.98,59,59
,,,,,,,
IIYGIRNK-98,12.72,5.08,4.4,3.95,3.51,4.83,4.83
IIYGIRNK-95,17.68,7.05,6.19,5.68,5.16,6.72,6.72
IIYGIRNK-75,17.41,6.94,6.1,5.59,5.08,6.61,6.61
IIYGIRNVB-98,19.46,7.81,6.92,6.42,5.92,7.39,7.39
IIYGIRNVB-95,22.54,9.02,7.95,7.46,6.97,8.55,8.55
IIYGIRNVB-75,17.63,7.05,6.22,5.83,5.45,6.69,6.69
IIYHXIVD,5.32,2.13,1.84,1.65,1.46,2.03,2.03
,,,,,,,
I5D69OVWYS-98,40.21,16.07,14.01,13.37,12.74,15.28,15.28
I5DOVWYS-98,45.48,18.2,16.03,15.3,14.57,17.28,16.81
,,,,,,,
I39YSKX-98,82.09,32.82,25.13,23.74,22.34,31.21,26.41
I39YSKX-95,49.29,19.71,15.09,14.25,13.41,18.74,15.86
I39YSKRI-98,73.54,29.42,23.64,22.33,21.02,27.96,24.84
I39YSKRI-95,66.36,26.54,21.33,20.15,18.96,25.22,22.42
,,,,,,,
IHG89XXG6-95,24.23,9.69,8.56,8.56,8.56,9.2,9.2
IHG79XXG6-95,40.04,16.02,14.15,13.68,13.21,15.21,15.21
IHG69XXG6-95,55.35,22.14,19.56,19.03,18.5,21.03,21.03
IHG49XXG6-95,69.79,27.91,24.67,24.24,23.82,26.52,26.52
IHG899XXG6-95,120.91,48.37,42.73,42.73,42.73,45.95,45.95
IHG849XXG6-95,125.68,50.27,44.42,44.42,44.42,47.76,47.76
IHG799XXG6-95,221.35,88.54,78.22,78.22,78.22,84.11,84.11
IHG699XXG6-95,293.48,117.39,103.72,103.72,103.72,111.52,111.52
,,,,,,,
IHG89XXG6K-95,34.85,13.94,12.31,12.31,12.31,13.24,13.24
IHG79XXG6K-95,57.21,22.88,20.21,19.64,19.06,21.74,21.74
IHG69XXG6K-95,67.68,27.07,23.91,23.64,23.36,25.72,25.72
IHG49XXG6K-95,106.89,42.76,37.42,36.84,36.25,40.62,40.62
,,,,,,,
IHG8979XXG6-95,46.3,18.52,16.36,15.81,15.27,17.59,17.59
IHG8979XXG6-98,34.62,13.85,12.23,11.83,11.42,13.15,13.15
IHG6949XXG6-95,87.98,35.19,31.09,30.56,30.02,33.43,33.43
IHG6949XXG6-98,81.85,32.74,28.93,28.43,27.93,31.11,31.11
,,,,,,,
IHG8979XXG6K-95,59.88,23.95,21.16,20.55,19.95,22.75,22.75
IHG8979XXG6K-98,38.34,15.33,13.55,13.16,12.77,14.57,14.57
IHG6949XXG6K-95,103.72,41.49,36.31,35.75,35.18,39.41,39.41
IHG6949XXG6K-98,99.86,39.94,34.96,34.42,33.87,37.94,37.94
,,,,,,,
ISO8969-95,16.93,6.77,5.99,5.99,5.99,6.43,6.43
ISO8959-95,9.65,3.86,3.42,3.42,3.42,3.66,3.66
ISO8959-98,11.52,4.61,4.08,4.08,4.08,4.37,4.37
ISO7969-95,25.78,10.33,9.12,9.12,9.12,9.8,9.8
ISO7959-95,16.1,6.45,5.69,5.69,5.69,6.12,6.12
ISO7959-98,26.03,10.42,9.2,9.2,9.2,9.89,9.89
ISO6969-95,35.45,14.17,12.47,12.47,12.47,13.46,13.46
ISO6959-95,25.23,10.08,8.87,8.87,8.87,9.58,9.58
ISO6959-98,34.74,13.88,12.22,12.22,12.22,13.19,13.19
ISO4969-95,54.58,21.82,19.25,19.25,19.25,20.74,20.74
ISO4959-95,42.89,17.15,15.13,15.13,15.13,16.3,16.3
ISO4959-98,50.25,20.09,17.73,17.73,17.73,19.1,19.1
ISO89969-95,58.78,23.52,20.79,20.79,20.79,22.33,22.33
ISO89959-95,61.8,24.73,21.86,21.86,21.86,23.48,23.48
ISO89959-98,59.95,23.99,21.2,21.2,21.2,22.77,22.77
,,,,,,,
I89UHZ-98,31.91,12.73,10.19,9.35,8.51,12.12,10.71
I89UHZ-95,30.98,12.36,9.9,9.08,8.26,11.76,10.4
INXHKRPV-95,13.68,5.47,4.91,4.53,4.14,5.2,5.16
,,,,,,,
ISO8969K-95,25.19,10.07,9.01,9.01,9.01,9.57,9.57
ISO8959K-95,31.42,12.56,11.24,11.24,11.24,11.93,11.93
ISO8959K-98,26.91,10.76,9.63,9.63,9.63,10.22,10.22
ISO7969K-95,38.85,15.54,13.76,13.76,13.76,14.77,14.77
ISO7959K-95,35.96,14.38,12.73,12.73,12.73,13.67,13.67
ISO7959K-98,32.28,12.91,11.43,11.43,11.43,12.28,12.28
ISO6969K-95,36.81,14.75,13.05,13.05,13.05,13.99,13.99
ISO6959K-95,47.61,19.07,16.88,16.88,16.88,18.09,18.09
ISO6959K-98,48.36,19.37,17.15,17.15,17.15,18.38,18.38
ISO4969K-95,55.64,22.26,19.75,19.75,19.75,21.15,21.15
ISO4959K-95,71.91,28.76,25.53,25.53,25.53,27.33,27.33
ISO4959K-98,47.35,18.94,16.81,16.81,16.81,18,18
,,,,,,,
I89UHZ-98,31.91,12.73,10.19,9.35,8.51,12.12,10.71
I89UHZ-95,30.98,12.36,9.9,9.08,8.26,11.76,10.4
INXHKRPV-95,13.68,5.47,4.91,4.53,4.14,5.2,5.16
,,,,,,,
IXC896934-74,205.31,82.12,72.56,70.37,68.19,78.02,78.02
,,,,,,,
IXC936929-95,70.57,28.23,24.94,24.46,23.98,26.82,26.82
,,,,,,,
IIC846939-74,306.12,122.45,108.18,105.33,102.48,116.32,116.32
IIC8469899-74,237.39,94.95,83.89,82.63,81.37,90.21,90.21
,,,,,,,
IXC846939-74,268.74,107.5,94.97,92.47,89.97,102.12,102.12
IXC846919-74,211.39,84.56,74.71,73.2,71.69,80.33,80.33
,,,,,,,
IDC906939-74,238.4,95.37,84.26,81.63,78.99,90.59,90.6
IDC906919-74,212.5,85,75.1,72.48,69.86,80.75,80.75
,,,,,,,
INC34V-74,112.03,44.81,39.59,37.79,35.99,42.57,42.57
,,,,,,,
ITC29V-95,49.4,19.76,17.46,17.04,16.63,18.77,18.77
,,,,,,,
ILI79C936-95,251.49,100.6,88.88,83.65,78.42,95.57,95.57
ILI79C901-95,437,174.8,154.44,146.32,138.19,166.06,166.06
,,,,,,,
IPT9869HH-86,104.56,41.82,36.95,35.79,34.64,39.73,39.73
IPT9669HH-86,204.77,81.91,72.37,71.16,69.95,77.81,77.81
IPT9269HH-86,197.31,78.92,69.73,68.73,67.74,74.98,74.98
,,,,,,,
IPT9769HH-86,116.93,46.77,41.33,40.29,39.26,44.44,44.44
IPT39869HH-86,122.93,49.17,43.44,42.72,42,46.71,46.71
IPT879869HH-86,237.59,95.03,83.96,82.91,81.86,90.28,90.28
,,,,,,,
I6OVW4H-98,107.38,42.94,38.74,35.22,31.7,40.81,40.67
I6OVW4H-92,111.96,44.77,40.4,36.72,33.05,42.55,42.41
I6OVW89HDD-98,132.67,53.06,47.62,44.9,42.19,50.42,50
I6OVW89H-98,146.15,58.45,52.46,49.47,46.47,55.54,55.08
I6OVW89H-92,175.54,70.2,63.01,59.42,55.82,66.71,66.16
,,,,,,,
I3OVW759H-98,47.22,18.87,17.4,16.76,16.12,17.94,18.27
I89OVW759H-98,90.59,36.26,32.62,31.19,29.77,34.42,34.24
,,,,,,,
I81ZHTO,344.8,137.92,131.73,127.08,122.43,131.03,138.31
,,,,,,,
,,,,,,,
,,,,,,,
IGB8969-98,74.19,29.65,25.62,24.26,22.91,28.18,26.89
IGB8969-95,64.44,25.75,22.25,21.07,19.89,24.47,23.36
IGB8959-98,86.11,34.41,29.73,28.16,26.59,32.71,31.21
IGB8959-95,61.49,24.57,21.23,20.11,18.99,23.36,22.29
,,,,,,,
IGP8759-98,90.37,36.16,31.63,29.94,28.25,34.35,33.22
IGP8759-95,121.58,48.64,42.56,40.28,38.01,46.21,44.69
,,,,,,,
IGN7459-98,192.38,76.99,68.44,64.87,61.3,73.11,71.86
IGN7459-95,123.1,49.26,43.79,41.51,39.23,46.78,45.98
IGN6469-98,157.57,63.03,56.23,53.32,50.41,59.87,59.04
IGN6469-95,260.96,104.38,93.13,88.31,83.49,99.16,97.79
IGN6459-98,242.88,97.15,86.68,82.19,77.71,92.29,91.01
IGN6459-95,243.82,97.53,87.02,82.51,78.01,92.65,91.37
,,,,,,,
I111TA-98,29.06,11.61,8.9,8.31,7.72,11.04,9.34
I111TA-86,54.32,21.75,16.38,15.46,14.54,20.64,17.2
I111TA6-98,109.48,43.77,33.42,31.48,29.55,41.59,35.1
I111TA6-86,107.76,43.1,35.11,33.41,31.71,40.94,36.86
,,,,,,,
IH193TA-98,46.15,18.45,13.52,12.62,11.73,17.54,14.19
IH193TA-86,40.28,16.13,12.15,11.47,10.78,15.31,12.75
IH193TA6-86,144.59,57.85,36.24,34.43,32.62,54.94,38.05
,,,,,,,
I8G-98,41.85,16.74,13.96,13.25,12.53,15.9,14.66
I8G-95,37.98,15.19,12.67,12.02,11.37,14.43,13.3
I8G-86,55.25,22.1,19.31,17.91,16.52,21,20.25
I7G-98,50.87,20.35,16.95,16.1,15.24,19.33,17.79
I7G-95,67.38,26.95,22.45,21.32,20.19,25.6,23.56
I6G-98,117.58,47.03,39.18,35.26,31.35,44.68,41.13
I6G-95,108.05,43.22,36,32.41,28.81,41.06,37.79
,,,,,,,
IGZ-98,9.57,3.83,3.44,3.19,2.95,3.65,3.6
IO-98,15.25,6.11,5.48,5.09,4.71,5.81,5.74
IO-95,14.26,5.69,5.1,4.74,4.38,5.42,5.34
IG-98,15.06,6.03,5.12,4.85,4.59,5.72,5.37
IG-95,17.1,6.84,5.81,5.51,5.21,6.5,6.09
IOV-98,10,3.98,3.59,3.3,3.02,3.79,3.77
IOV-95,8.29,3.3,2.97,2.74,2.5,3.14,3.12
IOV-86,12.78,5.12,4.59,4.27,3.94,4.87,4.81
IX-98,15.77,6.33,5.67,5.3,4.93,5.99,5.95
IX-95,15.36,6.16,5.53,5.17,4.8,5.84,5.8
IX-86,22.48,8.99,7.63,7.24,6.85,8.53,8.01
IGHP84,36.04,14.4,12.17,11.41,10.65,13.68,13.68
,,,,,,,
,,,,,,,
,,,,,,,
IHNI6P,28.29,11.29,10,9.41,8.82,10.75,10.75
IHNI5P,21.95,8.76,7.76,7.3,6.85,8.34,8.34
IHNH6P,23.09,9.24,8.16,7.68,7.2,8.78,8.78
IHNH5P,29.38,11.75,10.39,9.77,9.16,11.17,11.17
IHNZ6P,30.1,12.04,10.65,10.22,9.78,11.45,11.45
IHNZ5P,29.55,11.82,10.45,10.03,9.6,11.24,11.24
IHNI-X,4.1,1.64,1.44,1.37,1.3,1.55,1.55
IHNH-X,4.96,1.99,1.75,1.66,1.57,1.87,1.87
IHNZ-X,4.93,1.97,1.73,1.65,1.56,1.86,1.86
IHNI-VX,1.7,0.68,0.61,0.55,0.49,0.66,0.66
IHNH-VX,1.05,0.42,0.38,0.34,0.3,0.41,0.41
IHNZ-VX,1.07,0.43,0.38,0.35,0.31,0.41,0.41
IHN-GH,14.48,5.79,5.11,4.83,4.54,5.5,5.5
IHN-KRI,9.78,3.91,3.45,3.26,3.07,3.71,3.71
IHN-HWI,12.55,5.02,4.43,4.18,3.94,4.76,4.76
IHN-WWI,19.68,7.87,6.96,6.73,6.5,7.48,7.48
IHN-SH,10.12,4.05,3.57,3.37,3.18,3.84,3.84
IHN-WHK,3.01,1.2,1.06,0.97,0.89,1.14,1.14
IHNI-VVX,4.68,1.87,1.65,1.51,1.38,1.77,1.77
IHNH-VVX,3.69,1.48,1.3,1.19,1.09,1.4,1.4
IHNZ-VVX,10.63,4.25,3.76,3.62,3.49,4.04,4.04
,,,,,,,
IOVWHGI6C-98,28.84,9.08,8.02,7.62,7.23,8.63,8.43
IOVWHGI5C-98,43.03,13.57,12.1,11.55,10.99,12.88,12.69
IOVWHGI1C-98,38.87,12.28,11.05,10.59,10.14,11.66,11.59
IOVWHGI89C-98,40.59,12.83,11.33,10.94,10.55,12.18,11.9
